Timestamp,Name,Energy,Pressure
9/23/2025 12:00:59,jky,2,3
9/23/2025 12:01:11,zjh,4,1
9/23/2025 13:00:27,zyx,2,1
9/23/2025 13:00:36,zjh,4,1
9/23/2025 13:00:37,jky,3,2
9/23/2025 13:00:44,syc,4,2
9/23/2025 13:00:57,khq,4,1
9/23/2025 14:00:50,zyx,3,2
9/23/2025 14:00:53,jky,2,3
9/23/2025 14:01:11,zjh,3,1
9/23/2025 14:01:17,syc,3,2
9/23/2025 14:02:41,khq,3,1
9/23/2025 15:00:39,khq,2,2
9/23/2025 15:01:00,zyx,2,2
9/23/2025 15:01:05,jky,2,3
9/23/2025 15:01:31,syc,1,2
9/23/2025 15:14:44,zjh,3,1
9/23/2025 16:00:29,syc,1,4
9/23/2025 16:00:35,jky,2,4
9/23/2025 16:00:58,zjh,3,3
9/23/2025 16:00:59,zyx,1,2
9/23/2025 16:01:17,khq,1,1
9/23/2025 17:00:50,jky,2,4
9/23/2025 17:01:03,zjh,3,1
9/23/2025 17:02:08,zyx,1,3
9/23/2025 17:03:01,syc,2,3
9/23/2025 17:08:31,khq,1,1
9/23/2025 19:09:16,jky,2,4
9/23/2025 19:09:18,zjh,3,3
9/23/2025 19:16:46,khq,2,1
9/23/2025 19:29:00,zyx,4,1
9/23/2025 19:33:29,syc,3,2
9/23/2025 19:59:34,zyx,5,1
9/23/2025 19:59:51,zjh,2,3
9/23/2025 20:00:16,khq,2,1
9/23/2025 20:00:47,jky,2,3
9/23/2025 20:14:10,syc,4,2
9/23/2025 21:01:20,zyx,4,1
9/23/2025 21:01:21,jky,3,2
9/23/2025 21:01:58,syc,3,3
9/23/2025 21:02:11,zjh,2,4
9/23/2025 21:13:45,khq,3,1
9/23/2025 22:00:38,zjh,4,2
9/23/2025 22:00:54,zyx,3,2
9/23/2025 22:01:05,jky,3,2
9/23/2025 22:02:19,khq,3,1
9/23/2025 23:00:42,zyx,3,2
9/23/2025 23:01:00,syc,1,4
9/23/2025 23:04:55,khq,3,1
9/23/2025 23:06:35,zjh,3,1
9/24/2025 0:01:55,zyx,2,1
9/24/2025 0:02:30,khq,3,1
9/24/2025 0:02:35,zjh,4,1
9/24/2025 0:02:56,syc,3,1
9/24/2025 0:24:32,jky,2,1
9/24/2025 1:01:22,syc,3,1
9/24/2025 1:01:22,zyx,1,1
9/24/2025 1:11:25,zjh,4,1
9/24/2025 2:00:16,zyx,1,1
9/24/2025 8:00:41,zyx,2,1
9/24/2025 8:01:01,zjh,5,1
9/24/2025 8:02:02,jky,3,2
9/24/2025 8:35:56,khq,4,1
9/24/2025 9:00:38,zyx,3,2
9/24/2025 9:01:05,jky,3,2
9/24/2025 9:01:06,syc,4,1
9/24/2025 9:01:29,zjh,5,1
9/24/2025 10:00:25,syc,3,1
9/24/2025 10:00:30,zjh,4,3
9/24/2025 10:00:31,jky,2,3
9/24/2025 10:00:31,zyx,2,1
9/24/2025 10:03:25,khq,4,1
9/24/2025 10:58:16,zjh,4,2
9/24/2025 11:00:21,khq,3,1
9/24/2025 11:00:22,jky,3,2
9/24/2025 11:00:34,zyx,2,1
9/24/2025 11:00:35,syc,4,1
9/24/2025 11:59:55,syc,2,1
9/24/2025 11:59:58,zjh,3,1
9/24/2025 12:00:02,jky,2,2
9/24/2025 12:00:06,zyx,2,1
9/24/2025 13:00:20,syc,5,1
9/24/2025 13:00:24,zyx,1,1
9/24/2025 13:01:08,khq,5,1
9/24/2025 14:00:25,zjh,3,2
9/24/2025 14:00:28,zyx,1,1
9/24/2025 14:00:29,jky,2,3
9/24/2025 14:02:21,syc,3,2
9/24/2025 14:04:31,khq,4,1
9/24/2025 15:00:35,zyx,1,2
9/24/2025 15:00:41,jky,2,3
9/24/2025 15:00:50,khq,2,1
9/24/2025 15:00:50,zjh,2,2
9/24/2025 15:01:42,syc,1,3
9/24/2025 16:00:28,khq,2,1
9/24/2025 16:00:31,jky,1,3
9/24/2025 16:00:33,zyx,2,1
9/24/2025 16:00:35,syc,1,3
9/24/2025 16:00:36,zjh,2,1
9/24/2025 17:00:43,zyx,3,2
9/24/2025 17:00:46,zjh,3,1
9/24/2025 17:01:23,syc,3,2
9/24/2025 17:01:35,jky,3,2
9/24/2025 18:00:33,zyx,2,1
9/24/2025 18:04:40,jky,2,1
9/24/2025 18:04:52,khq,3,1
9/24/2025 18:13:52,zjh,4,1
9/24/2025 19:08:49,syc,2,3
9/24/2025 19:29:05,khq,3,1
9/24/2025 21:00:47,zyx,3,2
9/24/2025 21:00:48,khq,3,1
9/24/2025 21:00:54,syc,2,4
9/24/2025 21:00:55,jky,2,3
9/24/2025 21:01:17,zjh,3,2
9/24/2025 22:03:02,khq,3,2
9/24/2025 22:03:35,zjh,2,1
9/25/2025 0:00:47,zyx,1,1
9/25/2025 0:01:49,zjh,2,1
9/25/2025 0:01:53,khq,2,1
9/25/2025 0:04:19,syc,3,1
9/25/2025 9:05:10,syc,4,2
9/25/2025 10:00:25,khq,3,1
9/25/2025 10:00:28,zyx,4,3
9/25/2025 10:00:33,khq,3,1
9/25/2025 10:00:34,syc,3,2
9/25/2025 10:00:40,jky,2,3
9/25/2025 10:02:23,zjh,4,1
9/25/2025 11:00:24,khq,2,1
9/25/2025 11:00:31,jky,2,3
9/25/2025 11:00:33,zjh,4,1
9/25/2025 11:00:36,zyx,3,2
9/25/2025 11:02:22,syc,3,2
9/25/2025 12:00:23,jky,2,2
9/25/2025 12:00:27,syc,2,1
9/25/2025 12:00:32,khq,3,1
9/25/2025 12:01:05,zyx,2,1
9/25/2025 12:01:30,zjh,4,1
9/25/2025 13:06:40,zyx,1,1
9/25/2025 13:06:56,jky,2,2
9/25/2025 13:07:01,zjh,3,1
9/25/2025 13:07:45,khq,3,1
9/25/2025 13:15:22,syc,4,1
9/25/2025 14:00:21,khq,4,1
9/25/2025 14:00:28,zjh,2,1
9/25/2025 14:00:29,zyx,1,1
9/25/2025 14:00:31,syc,3,1
9/25/2025 14:00:32,jky,2,3
9/25/2025 15:00:36,zyx,2,2
9/25/2025 15:00:43,jky,2,4
9/25/2025 15:00:45,zjh,2,2
9/25/2025 15:00:53,syc,2,4
9/25/2025 15:01:29,khq,3,2
9/25/2025 16:00:29,zjh,2,2
9/25/2025 16:00:33,zyx,1,1
9/25/2025 16:01:56,syc,2,3
9/25/2025 17:00:23,zjh,3,1
9/25/2025 17:00:26,syc,1,3
9/25/2025 17:11:56,khq,3,1
9/25/2025 18:02:37,syc,4,2
9/25/2025 18:02:41,zjh,3,1
9/25/2025 18:03:41,zyx,2,1
9/25/2025 18:12:13,khq,2,1
9/25/2025 20:13:19,zyx,3,1
9/25/2025 21:27:56,zyx,1,1
9/25/2025 22:00:31,jky,2,2
9/25/2025 22:00:39,zyx,2,1
9/25/2025 22:00:51,zjh,4,1
9/25/2025 22:14:17,khq,2,1
9/25/2025 23:00:50,zyx,1,1
9/25/2025 23:11:30,khq,2,1
9/26/2025 8:00:17,zyx,4,1
9/26/2025 9:22:46,zyx,4,1
9/26/2025 10:12:21,zyx,4,2
9/26/2025 11:00:28,khq,4,1
9/26/2025 11:00:38,jky,3,2
9/26/2025 11:03:41,zyx,3,1
9/26/2025 11:28:24,zjh,5,1
9/26/2025 12:00:56,zjh,5,1
9/26/2025 12:01:25,jky,3,2
9/26/2025 12:01:39,zyx,3,1
9/26/2025 12:01:58,syc,4,1
9/26/2025 12:13:54,khq,4,1
9/26/2025 13:02:01,zyx,2,2
9/26/2025 13:02:35,syc,5,1
9/26/2025 13:02:38,zjh,5,1
9/26/2025 13:10:04,khq,4,1
9/26/2025 14:00:32,khq,4,1
9/26/2025 14:00:33,syc,5,1
9/26/2025 14:00:44,zyx,3,2
9/26/2025 14:00:52,jky,2,2
9/26/2025 14:01:08,zjh,5,1
9/26/2025 15:00:27,jky,2,3
9/26/2025 15:00:35,zjh,4,2
9/26/2025 15:00:36,zyx,2,1
9/26/2025 15:01:47,khq,4,1
9/26/2025 16:00:30,zyx,3,1
9/26/2025 16:00:59,jky,3,3
9/26/2025 16:01:00,khq,4,1
9/26/2025 16:06:25,syc,3,2
9/26/2025 17:00:46,syc,3,2
9/26/2025 17:00:47,jky,2,3
9/26/2025 17:00:56,khq,3,1
9/26/2025 17:01:04,zjh,5,1
9/26/2025 20:00:22,khq,4,1
9/26/2025 20:01:06,zyx,2,2
9/26/2025 20:01:31,zjh,5,1
9/26/2025 20:25:09,syc,3,2
9/26/2025 21:00:30,zyx,3,1
9/26/2025 21:00:47,jky,3,2
9/26/2025 21:01:49,zjh,4,2
9/26/2025 22:00:36,zyx,2,1
9/26/2025 22:00:44,jky,3,2
9/26/2025 22:01:09,zjh,4,1
9/26/2025 22:04:32,syc,2,4
9/26/2025 22:05:50,khq,4,1
9/26/2025 23:01:17,zyx,3,1
9/26/2025 23:06:07,zjh,4,1
9/26/2025 23:06:08,jky,2,2
9/27/2025 0:00:26,zyx,2,1
9/27/2025 0:00:57,khq,3,1
9/27/2025 0:00:58,syc,3,1
9/27/2025 2:00:47,zyx,2,3
9/27/2025 12:00:51,zyx,4,2
9/27/2025 13:00:40,zyx,2,1
9/27/2025 13:00:44,jky,2,3
9/27/2025 13:00:46,syc,4,1
9/27/2025 13:00:48,zjh,4,2
9/27/2025 13:36:16,khq,5,1
9/27/2025 14:01:08,syc,3,3
9/27/2025 14:01:09,zjh,3,2
9/27/2025 14:01:26,khq,5,1
9/27/2025 14:11:49,jky,2,2
9/27/2025 15:04:19,zyx,2,2
9/27/2025 15:05:44,jky,2,3
9/27/2025 15:06:05,zjh,3,2
9/27/2025 15:06:06,syc,2,4
9/27/2025 16:00:29,zyx,2,1
9/27/2025 16:00:32,zjh,3,2
9/27/2025 16:00:36,syc,3,2
9/27/2025 16:11:41,jky,2,2
9/27/2025 17:01:37,zjh,3,1
9/27/2025 17:03:07,khq,4,1
9/27/2025 17:06:49,zyx,2,2
9/27/2025 17:23:40,jky,2,2
9/27/2025 20:02:56,jky,2,3
9/27/2025 20:03:20,syc,3,2
9/27/2025 20:04:05,khq,4,1
9/27/2025 21:13:20,zjh,5,1
9/27/2025 21:15:13,zyx,4,1
9/27/2025 21:29:30,jky,2,2
9/27/2025 22:00:38,jky,2,2
9/27/2025 22:00:53,khq,3,1
9/27/2025 22:01:15,zjh,3,3
9/27/2025 22:01:29,zyx,4,1
9/27/2025 23:02:26,zyx,4,1
9/27/2025 23:03:06,zjh,3,2
9/27/2025 23:03:31,syc,4,2
9/27/2025 23:04:30,khq,2,1
9/28/2025 0:00:42,zyx,3,1
9/28/2025 1:00:22,zyx,1,2
9/28/2025 9:03:18,zyx,3,1
9/28/2025 10:08:21,zyx,4,1
9/28/2025 10:09:08,zjh,5,1
9/28/2025 10:13:15,jky,2,3
9/28/2025 11:00:42,zyx,3,2
9/28/2025 11:01:02,zjh,4,1
9/28/2025 11:07:38,jky,1,3
9/28/2025 11:26:55,khq,4,1
9/28/2025 12:00:36,zyx,2,2
9/28/2025 12:23:25,khq,4,1
9/28/2025 12:28:01,jky,2,3
9/28/2025 13:00:32,syc,3,2
9/28/2025 13:01:06,khq,4,1
9/28/2025 13:01:30,zyx,2,1
9/28/2025 13:11:36,jky,2,3
9/28/2025 14:00:50,jky,2,3
9/28/2025 14:01:55,khq,4,1
9/28/2025 14:01:57,zyx,3,2
9/28/2025 14:02:16,syc,2,3
9/28/2025 15:02:54,jky,3,2
9/28/2025 15:03:03,zyx,3,2
9/28/2025 15:03:25,khq,3,1
9/28/2025 15:03:46,zjh,2,3
9/28/2025 17:18:43,khq,3,1
9/28/2025 18:00:55,khq,3,1
9/28/2025 18:00:58,zyx,3,2
9/28/2025 18:01:37,jky,2,3
9/28/2025 20:00:26,zyx,3,1
9/28/2025 20:00:31,jky,2,2
9/28/2025 20:10:39,khq,3,1
9/28/2025 21:00:27,zyx,2,1
9/28/2025 21:02:50,zjh,4,1
9/28/2025 21:27:22,khq,3,1
9/28/2025 22:02:20,zjh,4,1
9/28/2025 23:03:45,khq,3,1
9/29/2025 0:01:11,zyx,2,1
9/29/2025 1:00:20,zyx,2,2
9/29/2025 9:00:20,zyx,4,2
9/29/2025 9:06:20,khq,4,1
9/29/2025 10:29:13,khq,3,1
9/29/2025 11:01:05,khq,3,1
9/29/2025 11:02:08,zyx,4,3
9/29/2025 12:00:13,khq,3,1
9/29/2025 12:00:19,zyx,3,3
9/29/2025 12:00:21,zjh,4,2
9/29/2025 12:00:22,jky,3,2
9/29/2025 12:01:47,syc,5,1
9/29/2025 13:00:35,zyx,2,2
9/29/2025 13:00:41,zjh,4,3
9/29/2025 13:01:36,khq,4,1
9/29/2025 14:01:22,khq,4,1
9/29/2025 14:01:27,jky,3,2
9/29/2025 14:02:03,zjh,4,1
9/29/2025 15:00:34,zyx,5,2
9/29/2025 15:00:47,jky,2,3
9/29/2025 15:01:44,zjh,3,4
9/29/2025 15:02:06,syc,2,3
9/29/2025 15:04:22,khq,3,1
9/29/2025 16:20:26,khq,2,1
9/29/2025 16:22:51,jky,2,3
9/29/2025 16:24:37,zjh,3,4
9/29/2025 17:01:00,jky,2,4
9/29/2025 17:01:10,syc,3,2
9/29/2025 17:04:07,zjh,2,4
9/29/2025 17:47:55,zyx,3,2
9/29/2025 18:07:39,zyx,3,2
9/29/2025 18:08:21,jky,2,4
9/29/2025 19:00:36,zyx,3,3
9/29/2025 19:00:56,jky,2,4
9/29/2025 19:01:14,zjh,4,1
9/29/2025 19:07:17,khq,3,1
9/29/2025 20:09:15,khq,2,1
9/29/2025 20:09:27,zjh,5,1
9/29/2025 20:09:32,syc,4,2
9/29/2025 22:27:28,khq,3,1
9/29/2025 23:01:48,zyx,2,2
9/30/2025 0:00:18,zyx,2,1
9/30/2025 1:00:23,zyx,3,1
9/30/2025 9:01:08,khq,4,1
9/30/2025 10:15:30,khq,4,1
9/30/2025 12:01:00,zyx,5,2
9/30/2025 12:01:31,jky,2,3
9/30/2025 12:11:15,zjh,5,1
9/30/2025 13:00:27,zjh,5,1
9/30/2025 13:00:40,jky,2,3
9/30/2025 13:00:45,zyx,4,3
9/30/2025 13:00:54,syc,4,5
9/30/2025 16:00:27,jky,2,4
9/30/2025 16:00:31,syc,1,3
9/30/2025 16:00:34,zjh,3,2
9/30/2025 16:00:36,khq,3,1
9/30/2025 16:01:00,zyx,3,4
9/30/2025 17:00:36,zjh,2,3
9/30/2025 17:00:51,jky,2,4
9/30/2025 17:00:52,zyx,2,3
9/30/2025 17:01:02,syc,1,4
9/30/2025 17:01:09,khq,2,1
9/30/2025 21:00:47,zyx,3,2
9/30/2025 23:01:24,zyx,2,1
10/1/2025 2:00:25,zyx,1,3
10/1/2025 9:00:19,zyx,5,2
10/1/2025 10:12:27,zyx,3,2
10/1/2025 12:07:26,zyx,2,3
10/1/2025 15:00:19,zyx,3,2
10/1/2025 16:07:38,zyx,2,2
10/1/2025 17:12:30,zyx,3,1
10/1/2025 18:00:51,zyx,2,1
10/1/2025 19:00:44,zyx,2,2
10/1/2025 20:31:55,zyx,2,3
10/1/2025 21:00:21,zyx,2,1
10/1/2025 23:00:21,zyx,4,1
10/2/2025 8:16:08,zyx,5,2
10/2/2025 10:06:00,zyx,4,3
10/2/2025 11:23:29,zyx,3,4
10/2/2025 13:04:51,zyx,2,1
10/2/2025 13:23:35,zjh,5,1
10/2/2025 14:13:49,zjh,5,2
10/2/2025 15:22:45,zyx,3,2
10/2/2025 15:26:09,zjh,4,2
10/2/2025 16:19:04,zyx,3,4
10/2/2025 17:05:33,zyx,2,3
10/2/2025 19:00:23,zyx,2,2
10/2/2025 20:04:49,zyx,3,1
10/2/2025 21:02:23,zyx,1,1
10/3/2025 13:00:55,zyx,3,1
10/3/2025 14:07:37,zyx,3,2
