Timestamp,User name,Task type,Start time,End time,Difficulty
9/25/2025 11:02:52,jky,Rest,12:30:00 PM,1:30:00 PM,1
9/25/2025 11:03:15,jky,Work,1:30:00 PM,5:00:00 PM,3
9/25/2025 11:03:53,jky,Rest,5:00:00 PM,6:00:00 PM,1
9/25/2025 11:04:14,jky,Work,6:00:00 PM,10:30:00 PM,2
9/25/2025 11:04:38,jky,Fun,10:30:00 PM,12:00:00 AM,1
9/25/2025 11:04:56,jky,Rest,12:00:00 AM,7:30:00 AM,1
9/26/2025 9:27:11,zyx,Work,10:00:00 AM,11:45:00 AM,1
9/26/2025 9:27:34,zyx,Food,11:45:00 AM,1:20:00 PM,1
9/26/2025 9:28:20,zyx,Rest,1:20:00 PM,2:00:00 PM,1
9/26/2025 9:28:52,zyx,Work,2:00:00 PM,5:00:00 PM,2
9/26/2025 9:29:33,zyx,Rest,5:00:00 PM,5:30:00 PM,1
9/26/2025 9:30:05,zyx,Fun,5:30:00 PM,6:30:00 PM,1
9/26/2025 9:31:30,zyx,Rest,6:30:00 PM,7:30:00 PM,1
9/26/2025 9:32:07,zyx,Food,7:30:00 PM,8:00:00 PM,1
9/26/2025 9:32:35,zyx,Work,8:00:00 PM,8:30:00 PM,2
9/26/2025 9:33:00,zyx,Fun,8:30:00 PM,9:30:00 PM,1
9/26/2025 9:33:23,zyx,Work,9:30:00 PM,10:20:00 PM,3
9/26/2025 9:35:25,zyx,Fun,10:20:00 PM,3:00:00 AM,1
9/26/2025 9:35:41,zyx,Rest,3:00:00 AM,9:00:00 AM,1
9/26/2025 9:36:14,zyx,Rest,9:00:00 AM,10:00:00 AM,1
9/26/2025 9:36:39,zyx,Work,10:00:00 AM,12:00:00 PM,2
9/26/2025 9:37:05,zyx,Food,12:00:00 PM,2:00:00 PM,2
9/26/2025 9:37:40,zyx,Fun,2:00:00 PM,4:30:00 PM,1
9/26/2025 9:37:58,zyx,Rest,4:30:00 PM,6:00:00 PM,1
9/26/2025 9:38:21,zyx,Fun,6:00:00 PM,8:00:00 PM,4
9/26/2025 9:38:43,zyx,Rest,8:00:00 PM,9:00:00 PM,1
9/26/2025 9:39:11,zyx,Food,9:00:00 PM,10:00:00 PM,1
9/26/2025 9:40:02,zyx,Fun,10:00:00 PM,12:00:00 AM,1
9/26/2025 9:40:21,zyx,Rest,12:00:00 AM,8:00:00 AM,1
9/26/2025 9:40:42,zyx,Fun,8:00:00 AM,9:00:00 AM,1
9/26/2025 10:11:48,zyx,Work,9:00:00 AM,10:10:00 AM,1
9/26/2025 13:02:56,zyx,Fun,10:10:00 AM,11:20:00 AM,2
9/26/2025 13:03:21,zyx,Food,11:20:00 AM,12:15:00 PM,1
9/26/2025 15:01:00,zyx,Work,12:15:00 PM,2:30:00 PM,3
9/26/2025 15:01:42,zyx,Rest,2:30:00 PM,3:00:00 PM,1
9/27/2025 12:47:28,zyx,Fun,3:00:00 PM,8:00:00 PM,2
9/27/2025 12:47:56,zyx,Rest,8:00:00 PM,11:00:00 PM,1
9/27/2025 12:48:24,zyx,Work,11:00:00 PM,3:00:00 AM,1
9/27/2025 12:48:40,zyx,Rest,3:00:00 AM,10:00:00 AM,1
9/27/2025 12:48:54,zyx,Fun,10:00:00 AM,11:00:00 AM,1
9/27/2025 12:49:15,zyx,Work,11:00:00 AM,11:30:00 AM,1
9/27/2025 12:49:33,zyx,Food,11:30:00 AM,12:50:00 PM,2
9/27/2025 15:23:43,zyx,Work,12:50:00 PM,3:25:00 PM,3
9/27/2025 16:01:14,zyx,Rest,3:25:00 PM,3:50:00 PM,1
9/28/2025 0:13:14,zyx,Work,3:50:00 PM,4:40:00 PM,2
9/28/2025 0:13:58,zyx,Food,4:40:00 PM,5:10:00 PM,1
9/28/2025 0:14:21,zyx,Fun,5:10:00 PM,8:00:00 PM,1
9/28/2025 0:14:39,zyx,Rest,8:00:00 PM,9:00:00 PM,1
9/28/2025 0:15:04,zyx,Fun,9:00:00 PM,10:30:00 PM,1
9/28/2025 0:15:22,zyx,Fun,10:20:00 PM,11:20:00 PM,3
9/28/2025 0:15:49,zyx,Rest,11:20:00 PM,12:10:00 AM,1
9/28/2025 0:35:03,zyx,Work,12:10:00 AM,1:40:00 AM,1
9/28/2025 10:36:13,zyx,Rest,1:40:00 AM,9:00:00 AM,1
9/28/2025 10:36:29,zyx,Fun,9:00:00 AM,10:30:00 AM,1
9/28/2025 14:14:09,zyx,Work,10:30:00 AM,11:50:00 AM,3
9/28/2025 14:14:30,zyx,Food,11:50:00 AM,1:00:00 PM,1
9/28/2025 14:14:50,zyx,Work,1:00:00 PM,2:15:00 PM,4
9/28/2025 14:50:50,zyx,Rest,2:15:00 PM,2:50:00 PM,1
9/28/2025 15:25:52,jky,Food,7:30:00 AM,8:00:00 AM,1
9/28/2025 15:26:14,jky,Rest,8:00:00 AM,9:00:00 AM,1
9/28/2025 15:26:44,jky,Work,9:00:00 AM,11:45:00 AM,2
9/28/2025 15:27:05,jky,Food,11:45:00 AM,12:30:00 PM,1
9/28/2025 15:27:21,jky,Rest,12:30:00 PM,1:30:00 PM,1
9/28/2025 15:27:39,jky,Work,1:30:00 PM,5:00:00 PM,2
9/28/2025 15:27:55,jky,Rest,5:00:00 PM,8:00:00 PM,1
9/28/2025 15:28:11,jky,Work,8:00:00 PM,11:00:00 PM,2
9/28/2025 15:28:28,jky,Fun,11:00:00 PM,12:00:00 AM,1
9/28/2025 15:28:44,jky,Rest,12:00:00 AM,7:30:00 AM,1
9/29/2025 0:02:20,zyx,Work,2:50:00 PM,5:00:00 PM,3
9/29/2025 0:02:41,zyx,Fun,5:00:00 PM,8:00:00 PM,3
9/29/2025 0:03:01,zyx,Food,8:00:00 PM,9:00:00 PM,1
9/29/2025 0:03:33,zyx,Rest,9:00:00 PM,11:30:00 PM,1
9/29/2025 1:39:51,zyx,Work,11:30:00 PM,1:40:00 AM,2
9/29/2025 11:03:25,zyx,Rest,1:40:00 AM,8:20:00 AM,1
9/29/2025 11:03:43,zyx,Fun,8:20:00 AM,9:20:00 AM,1
9/29/2025 11:04:17,zyx,Work,9:20:00 AM,10:10:00 AM,4
9/29/2025 11:10:11,zjh,Rest,10:00:00 AM,11:10:00 AM,1
9/29/2025 11:36:29,khq,Work,9:00:00 AM,11:40:00 PM,2
9/29/2025 12:55:01,khq,Food,11:55:00 AM,12:55:00 PM,1
9/29/2025 13:56:12,zjh,Work,11:10:00 AM,1:00:00 PM,3
9/29/2025 13:56:31,zjh,Fun,1:00:00 PM,2:00:00 PM,1
9/29/2025 15:17:00,zyx,Work,10:10:00 AM,11:50:00 AM,3
9/29/2025 15:17:18,zyx,Food,11:50:00 AM,12:10:00 PM,1
9/29/2025 15:17:49,zyx,Fun,12:10:00 PM,1:30:00 PM,1
9/29/2025 15:18:17,zyx,Rest,1:30:00 PM,2:30:00 PM,1
9/29/2025 15:18:42,zyx,Fun,2:30:00 PM,3:20:00 PM,2
9/29/2025 17:48:18,zyx,Work,3:20:00 PM,5:15:00 PM,3
9/29/2025 17:49:07,zyx,Fun,5:15:00 PM,5:50:00 PM,1
9/29/2025 17:58:26,khq,Work,12:55:00 PM,5:45:00 PM,3
9/29/2025 22:28:31,khq,Rest,5:45:00 PM,6:30:00 PM,1
9/29/2025 22:28:53,khq,Food,6:30:00 PM,7:40:00 PM,1
9/29/2025 22:29:19,khq,Rest,7:40:00 PM,9:50:00 PM,1
9/29/2025 22:29:41,khq,Fun,9:50:00 PM,10:10:00 PM,1
9/29/2025 22:30:00,khq,Work,10:10:00 PM,12:30:00 AM,2
9/29/2025 23:47:16,zjh,Work,2:00:00 PM,6:00:00 PM,3
9/29/2025 23:47:33,zjh,Rest,6:00:00 PM,8:00:00 PM,1
9/29/2025 23:47:52,zjh,Work,8:00:00 PM,11:00:00 PM,2
9/29/2025 23:48:17,zjh,Fun,11:00:00 PM,1:00:00 AM,1
9/30/2025 11:37:45,zyx,Work,5:50:00 PM,9:30:00 PM,4
9/30/2025 11:38:07,zyx,Food,9:30:00 PM,11:30:00 PM,2
9/30/2025 11:38:49,zyx,Fun,11:30:00 PM,2:30:00 AM,1
9/30/2025 11:39:22,zyx,Rest,2:30:00 AM,11:30:00 AM,1
9/30/2025 12:51:42,zjh,Rest,10:00:00 AM,12:30:00 PM,1
9/30/2025 15:24:39,syc,Work,11:00:00 AM,12:00:00 PM,3
9/30/2025 15:25:05,syc,Food,12:00:00 PM,12:30:00 PM,1
9/30/2025 15:25:21,syc,Rest,12:30:00 PM,1:00:00 PM,1
9/30/2025 15:25:39,syc,Work,1:00:00 PM,3:00:00 PM,3
9/30/2025 15:25:57,syc,Fun,3:00:00 PM,3:30:00 PM,1
9/29/2025,syc,Food,12:00:00 PM,1:00:00 PM,1
9/29/2025,syc,Work,1:00:00 PM,3:00:00 PM,3
9/29/2025,syc,Rest,3:00:00 PM,4:00:00 PM,1
9/29/2025,syc,Work,4:00:00 PM,6:00:00 PM,4
9/29/2025,syc,Food,6:00:00 PM,7:30:00 PM,2
9/29/2025,syc,Fun,7:30:00 PM,10:00:00 PM,2
9/29/2025,syc,Work,10:00:00 PM,12:00:00 AM,3
9/29/2025,syc,Fun,12:00:00 AM,2:00:00 AM,1
9/30/2025 21:06:06,zyx,Work,11:30:00 AM,1:40:00 PM,2
9/30/2025 21:06:27,zyx,Work,1:40:00 PM,5:30:00 PM,4
9/30/2025 21:06:53,zyx,Fun,5:30:00 PM,6:30:00 PM,2
9/30/2025 21:07:14,zyx,Food,6:30:00 PM,7:20:00 PM,1
9/30/2025 21:07:32,zyx,Rest,7:20:00 PM,9:00:00 PM,1
9/30/2025 23:04:33,zyx,Work,9:00:00 PM,10:00:00 PM,2
9/30/2025 23:04:53,zyx,Fun,10:00:00 PM,11:00:00 PM,2
10/1/2025 2:17:48,zyx,Work,11:00:00 PM,11:40:00 PM,2
10/1/2025 2:18:17,zyx,Fun,11:40:00 PM,12:40:00 AM,1
10/1/2025 2:18:33,zyx,Rest,12:40:00 AM,1:00:00 AM,1
10/1/2025 2:18:48,zyx,Work,1:00:00 AM,2:20:00 AM,3
10/1/2025 20:34:07,zyx,Rest,2:20:00 AM,8:30:00 AM,1
10/1/2025 20:34:26,zyx,Work,8:30:00 AM,12:00:00 PM,3
10/1/2025 20:35:38,zyx,Food,12:00:00 PM,12:30:00 PM,1
10/1/2025 20:35:54,zyx,Work,12:30:00 PM,7:00:00 PM,4
10/1/2025 20:36:18,zyx,Fun,7:00:00 PM,8:35:00 PM,2
10/2/2025 2:34:21,zjh,Work,12:15:00 AM,3:00:00 AM,3
10/2/2025 8:53:18,zyx,Work,8:35:00 PM,9:05:00 PM,1
10/2/2025 8:54:16,zyx,Rest,9:05:00 PM,10:25:00 PM,1
10/2/2025 8:54:38,zyx,Fun,10:25:00 PM,2:00:00 AM,1
10/2/2025 8:54:55,zyx,Rest,2:00:00 AM,8:00:00 AM,1
10/2/2025 13:24:20,zjh,Rest,3:00:00 AM,10:30:00 AM,1
10/2/2025 13:24:36,zjh,Fun,10:30:00 AM,12:30:00 PM,1
10/2/2025 16:47:00,zjh,Work,12:30:00 PM,5:00:00 PM,3
10/2/2025 19:01:29,zyx,Work,8:00:00 AM,12:40:00 PM,4
10/2/2025 19:01:51,zyx,Food,12:40:00 PM,1:40:00 PM,1
10/2/2025 19:02:16,zyx,Work,1:40:00 PM,6:15:00 PM,3
10/2/2025 20:05:51,zyx,Work,6:15:00 PM,7:20:00 PM,1
10/2/2025 20:06:55,zyx,Food,7:20:00 PM,8:05:00 PM,1
10/3/2025 2:38:39,zjh,Food,5:00:00 PM,6:30:00 PM,1
10/3/2025 2:39:07,zjh,Fun,6:30:00 PM,8:00:00 PM,1
10/3/2025 2:39:23,zjh,Work,8:00:00 PM,11:00:00 PM,3
10/3/2025 2:39:40,zjh,Rest,11:00:00 PM,12:00:00 AM,1
10/3/2025 4:32:18,zjh,Work,12:00:00 AM,4:30:00 AM,3
